0	0.015	1.3
0	0.03	1.3
0	0.045	1.3
0	0.06	1.3
0	0.075	1.3
0	0.09	1.3
0	0.105	1.3
0	0.12	1.3
0	0.135	1.3
0	0.15	1.3
0	0.165	1.3
0	0.18	1.3
0	0.195	1.3
0	0.21	1.3
0	0.225	1.3
0	0.24	1.3
0	0.255	1.3
0	0.27	1.3
0	0.285	1.3
0	0.3	1.3
0	0.315	1.3
0	0.33	1.3
0	0.345	1.3
0	0.36	1.3
0	0.375	1.3
0	0.39	1.3
0	0.405	1.3
0	0.42	1.3
0	0.435	1.3
0	0.45	1.3
0	0.465	1.3
0	0.48	1.3
0	0.495	1.3
0	0.51	1.3
0	0.525	1.3
0	0.54	1.3
0	0.555	1.3
0	0.57	1.3
0	0.585	1.3
0	0.6	1.3
0	0.615	1.3
0	0.63	1.3
0	0.645	1.3
0	0.66	1.3
0	0.675	1.3
0	0.69	1.3
0	0.705	1.3
0	0.72	1.3
0	0.735	1.3
0	0.75	1.3
0	0.765	1.3
0	0.779999	1.3
0	0.794999	1.3
0	0.809999	1.3
0	0.824999	1.3
0	0.839999	1.3
0	0.854999	1.3
0	0.869999	1.3
0	0.884999	1.3
0	0.899999	1.3
0	0.914999	1.3
0	0.929999	1.3
0	0.944999	1.3
0	0.959999	1.3
0	0.974999	1.3
0	0.989999	1.3
0	1.004999	1.3
0	1.019999	1.3
0	1.034999	1.3
0	1.049999	1.3
0	1.064999	1.3
0	1.079999	1.3
0	1.094999	1.3
0	1.109999	1.3
0	1.124999	1.3
0	1.139999	1.3
0	1.154999	1.3
0	1.169999	1.3
0	1.184999	1.3
0	1.199999	1.3
0	1.214999	1.3
0	1.229999	1.3
0	1.244999	1.3
0	1.259999	1.3
0	1.274999	1.3
0	1.289999	1.3
0	1.304999	1.3
0	1.319999	1.3
0	1.334999	1.3
0	1.349999	1.3
0	1.364999	1.3
0	1.379999	1.3
0	1.394999	1.3
0	1.409999	1.3
0	1.424999	1.3
0	1.439999	1.3
0	1.454999	1.3
0	1.469999	1.3
0	1.484999	1.3
0	1.499999	1.3
0	1.514999	1.3
0	1.529999	1.3
0	1.544999	1.3
0	1.559999	1.3
0	1.574999	1.3
0	1.589999	1.3
0	1.604999	1.3
0	1.619999	1.3
0	1.634999	1.3
